ticker,cik,concept,xbrl_tag,fiscal_year,period_end,first_filed,lag_days,filed_reliable,original_value,latest_value,restated,qa_status
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2021,2021-12-31,2022-02-07,38,True,699000000,699000000,False,clean
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2020,2020-12-31,2021-02-08,39,True,292000000,292000000,False,clean
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2019,2019-12-31,2020-02-13,44,True,110000000,110000000,False,clean
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2018,2018-12-31,2019-02-19,50,True,57837000,58000000,False,clean
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2017,2017-12-31,2018-02-23,54,True,31546000,32000000,True,clean
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2016,2016-12-31,2017-03-01,60,True,26698000,26698000,False,clean
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2015,2015-12-31,2016-02-24,55,True,13039000,13039000,False,clean
TSLA,1318605,IncomeTaxExpense,IncomeTaxExpenseBenefit,2014,2014-12-31,2015-02-26,57,True,9404000,9404000,False,clean
TSLA,1318605,CapitalExpenditures,PaymentsToAcquirePropertyPlantAndEquipment,2025,2025-12-31,2026-01-29,29,True,8527000000,8527000000,False,clean
TSLA,1318605,CapitalExpenditures,PaymentsToAcquirePropertyPlantAndEquipment,2024,2024-12-31,2025-01-30,30,True,11339000000,11342000000,False,clean
TSLA,1318605,CapitalExpenditures,PaymentsToAcquirePropertyPlantAndEquipment,2023,2023-12-31,2024-01-29,29,True,8898000000,8899000000,False,clean
TSLA,1318605,CapitalExpenditures,PaymentsToAcquirePropertyPlantAndEquipment,2022,2022-12-31,2023-01-31,31,True,7158000000,7158000000,False,clean
TSLA,1318605,CapitalExpenditures,PaymentsToAcquirePropertyPlantAndEquipment,2021,2021-12-31,2022-02-07,38,True,6482000000,6482000000,False,clean
TSLA,1318605,CapitalExpenditures,PaymentsToAcquirePropertyPlantAndEquipment,2020,2020-12-31,2021-02-08,39,True,3157000000,3157000000,False,clean
TSLA,1318605,CapitalExpenditures,PaymentsToAcquirePropertyPlantAndEquipment,2019,2019-12-31,2020-02-13,44,True,1327000000,1327000000,False,clean
